ID,YearQrtr,Asset Growth Rate ,Gross Loans/ Assets ,Deposit Growth Rate ,Loans/ Deposits ,Interest Income/ Avg Assets ,Interest Expense/ Average Assets ,Net Interest Income/ Avg Assets ,Noninterest Income/ Average Assets ,Net Interest Margin ,Yield/ Cost Spread ,Operating Expense/ Operating Revenue ,Risk Based Capital Ratio ,Equity/ Assets ,Reserves/ NPAs ,Yield on Loans and Leases ,Cost of Funds , Change in Assets , Change in Deposits ,Net Chargeoffs/ Avg Loans ,Yield on Earning Assets ,Cost of Interest-bearing Liabilities ,Yield/ Cost Spread ,Yield on Securities & Other Assets ,Yield on Debt and Equity Securities ,Yield on Other Assets ,Cost of Int-bearing Deposits ,Cost of Borrowings ,Cost of Time Deposits > $250K ,Cost of Other Time Deposits ,Earning Assets/ IBL ,Liquidity Ratio ,Liquid Assets/ Assets ,One Year Gap/ Assets ,Asset-weighted Securities & Other Yield ,Asset-weighted Loan Yield ,Asset-weighted Securities Yield ,Liab-weigh Cost of Int-bear Dep ,Liability-wtd Borrowing Cost ,Asset-weighted Other Asset Yield ,ROAA ,U.S.Avg Rate _1Yr10K_CD,U.S.Avg Rate _5Yr10K_CD
BNk664,2018Q1,34.03,74.33,40.41,88.2,3.28,0.51,2.77,1.88,2.89,2.75,91.54,17.21,9.25,47.92,3.83,0.55,8.51,10.1,0,3.42,0.67,2.75,2.18,2.41,1.79,0.58,1.61,1.52,1.22,126.28,17.93,16.27,8.29,0.54,2.87,0.38,0.53,0.13,0.17,0.24,1.75,2.25
BNk665,2018Q1,0.24,68.75,12.6,90.03,3.52,0.55,2.97,1.2,3.22,3,57,13.91,10.85,56.77,4.31,0.63,0.06,3.15,0.21,3.82,0.82,3,2.45,2.45,2.51,0.43,2.41,0.99,1.24,136.27,19.51,17.4,26.31,0.64,3.18,0.61,0.34,0.48,0.03,1.25,0.1,0.55
BNk666,2018Q1,0.48,40.09,-0.3,47.93,3.17,0.76,2.41,0.05,2.47,2.33,63.65,49.43,15.84,85.71,4.25,0.9,0.12,-0.08,0.08,3.24,0.92,2.33,2.53,2.62,1.41,0.92,,1.39,1.49,117.69,70.27,59.14,-9.88,1.48,1.76,1.42,0.92,,0.06,0.67,1.8,2.5
BNk667,2018Q1,22.48,74.02,28.03,94.97,3.83,0.53,3.3,0.65,3.59,3.33,65.95,12.48,13.24,55.56,4.72,0.62,5.62,7.01,0.08,4.18,0.84,3.33,2.23,2.29,1.79,0.73,1.59,1.15,0.98,143.76,12.74,11.06,24.75,0.48,3.69,0.43,0.63,0.21,0.05,0.9,0.2,0.4
BNk668,2018Q1,9.62,74.5,14.94,93.58,3.91,0.86,3.05,0.6,3.21,3.13,51.87,15.28,10.97,338.61,4.69,0.86,2.4,3.73,0.01,4.12,0.99,3.13,1.91,1.74,2.93,0.86,2.02,1.33,1.38,126.05,20.32,18.09,8.76,0.39,3.73,0.31,0.77,0.22,0.09,1.6,0.9,2
BNk669,2018Q1,6.72,45.63,10.58,50.22,3.61,0.29,3.32,0.39,3.44,3.36,98.64,19.53,9.07,13.76,5.02,0.33,1.68,2.65,-0.05,3.74,0.38,3.36,2.57,2.89,1.32,0.38,,0.2,0.49,125.14,37.2,33.83,8.15,1.34,2.4,1.2,0.38,,0.14,0.2,0.25,0.7
BNk670,2018Q1,0.89,57.8,3.47,75.81,4,0.78,3.22,0.48,3.36,3.23,62.82,12.07,6.93,206.82,4.6,0.84,0.22,0.87,0.03,4.18,0.95,3.23,3.54,3.54,3.51,0.79,1.63,1.19,1.03,116.66,4.05,3.77,-2.58,1.41,2.77,1.35,0.64,0.3,0.05,1.32,0.4,1.26
BNk671,2018Q1,0.39,78.67,1.29,94.27,3.71,0.26,3.45,0.99,3.75,3.6,59.65,14.08,11.81,83.47,4.31,0.3,0.1,0.32,0.02,4.03,0.43,3.6,2.43,2.55,1.22,0.35,1.57,1.22,0.88,154.69,8.79,7.75,33.3,0.35,3.68,0.34,0.33,0.11,0.02,1.37,0.4,1.65
BNk672,2018Q1,0.54,75.41,5.28,86.28,3.88,0.41,3.47,1.73,3.69,3.64,67.41,15.24,9.59,34.25,4.56,0.36,0.13,1.32,-0.03,4.12,0.48,3.64,2.5,2.47,2.72,0.4,3.54,1.44,1.24,152.1,21.13,19.1,16.49,0.53,3.6,0.48,0.39,0.1,0.05,1.32,1,1.87
BNk673,2018Q1,5.83,75.79,9.76,98.28,4.06,0.65,3.41,0.45,3.95,3.93,52.16,12.48,15.38,157.92,5.09,0.61,1.46,2.44,0.01,4.7,0.77,3.93,2.04,2.1,1.78,0.58,2.68,1.16,0.76,135.15,12.07,10.21,11.27,0.26,4.44,0.22,0.53,0.24,0.04,1.34,0.35,1.4
BNk674,2018Q1,-1.25,40.86,7.64,50.68,2.82,1.21,1.61,4.01,1.7,1.27,84.46,20.15,10,479.97,4.42,1.37,-0.31,1.91,0.23,2.98,1.71,1.27,1.93,2.47,1.66,1.71,1.68,1.27,2.52,132.92,50.92,45.83,39.37,1.11,1.87,0.47,1.53,0.18,0.64,0.64,,
BNk675,2018Q1,-18.69,83.2,-17.75,98.18,4.54,0.61,3.93,1.46,4.59,4.47,66.46,11.26,8.94,77.09,5.4,0.66,-4.67,-4.44,0.52,5.3,0.83,4.47,2.56,2.8,2.46,0.65,3.93,1.26,1.23,118.89,5.58,5.08,10.67,0.09,5.21,0.03,0.61,0.22,0.06,1.02,0.2,0.95
BNk676,2018Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.05
BNk677,2018Q1,0.46,18.19,5.29,20.64,3.24,0.91,2.33,0.48,2.45,2.23,47.94,28.51,10.97,200.67,5.19,1.05,0.12,1.32,0.12,3.41,1.18,2.23,2.99,3.06,1.28,1.17,3.17,1.14,1.39,119.65,56.43,50.24,-65.39,2.42,0.99,2.38,1.16,0.02,0.04,1.43,1.58,2.05
BNk678,2018Q1,9.52,90.25,17.67,111.34,4.45,0.87,3.58,0.44,3.75,3.56,73.52,14.36,9.73,77.44,4.78,0.97,2.38,4.42,0,4.66,1.11,3.56,2.39,2.19,2.93,0.95,2.24,1.49,1.42,121.31,5.27,4.75,-2.31,0.12,4.54,0.08,0.84,0.26,0.04,0.66,0.5,1.1
BNk679,2018Q1,16.9,71.95,10.09,85.49,4,0.85,3.15,1.38,3.25,3.01,80.89,17.21,9.09,99.98,4.66,0.95,4.23,2.52,0,4.12,1.11,3.01,2.49,2.57,1.8,0.95,3.29,1.42,1.29,124.55,14.52,13.2,14.22,0.62,3.5,0.58,0.88,0.23,0.04,0.6,0.7,1.46
BNk680,2018Q1,1.5,76.93,2.42,94.93,3.28,1.29,1.99,0.12,2.08,1.93,63.39,12.9,9.9,118.74,3.62,1.43,0.37,0.6,0,3.43,1.5,1.93,2.63,2.84,1.78,1.46,1.79,1.93,1.93,111.06,18.48,16.65,-11.56,0.5,2.93,0.44,1.31,0.18,0.07,1.29,0.75,2
BNk681,2018Q1,0.34,76.09,5.69,88.19,4.08,0.38,3.7,0.38,3.81,3.68,107.83,19.31,12.52,23.24,4.82,0.44,0.08,1.42,-1.11,4.21,0.53,3.68,1.6,0,1.6,0.52,1.11,1.03,0.82,136.51,24.6,21.52,27.42,0.3,3.9,0,0.51,0.02,0.3,0.26,0.75,0.75
BNk682,2018Q1,-3.75,53.46,14.51,72.88,3.63,0.39,3.24,1.25,3.75,3.51,49.02,19.51,15.17,69.99,5.47,0.47,-0.94,3.63,0.14,4.21,0.7,3.51,2.28,2.28,2.15,0.38,1.73,0.64,0.44,155.89,26.73,22.63,21.56,0.9,3.31,0.88,0.29,0.42,0.02,1.74,0.4,
BNk683,2018Q1,-3.28,45.64,-18.42,60.25,3.41,0.59,2.82,6.67,3.15,2.8,34.6,20.58,13.72,,5.36,0.73,-0.82,-4.6,-0.14,3.81,1,2.8,2.14,2.13,2.31,1.02,0.91,1.48,1.27,143.62,33.04,28.51,-8.02,1.03,2.77,1,0.88,0.13,0.03,4.99,,
BNk684,2018Q1,-1.56,63.08,-5.57,71.2,3.76,0.27,3.49,0.98,3.58,3.46,72.49,14.78,9.83,48.18,4.84,0.3,-0.39,-1.39,-0.03,3.86,0.4,3.46,2,2.24,1.42,0.38,2.53,1.31,1.25,143.65,34.47,31.08,22.12,0.69,3.18,0.54,0.38,0.03,0.14,1.19,1.15,
BNk685,2018Q1,-6.71,73.36,-8.66,97.35,3.81,0.71,3.1,0,3.14,2.95,96.72,55.13,22.01,223.4,4.72,0.91,-1.68,-2.16,0,3.86,0.91,2.95,1.4,0,1.4,0.87,2.45,,1.06,126.54,33.37,26.02,-11.11,0.36,3.5,0,0.85,0.06,0.36,0,,
BNk686,2018Q1,2.31,60.06,-16.91,81.88,3.35,0.55,2.8,1.14,2.91,2.82,65.72,12.41,5.62,221,4.33,0.56,0.58,-4.23,-0.01,3.47,0.65,2.82,2.16,2.16,2.18,0.44,1.31,1.64,0.96,116.9,9.86,9.3,7.68,0.85,2.63,0.73,0.33,0.32,0.11,1.2,0.75,1.65
BNk687,2018Q1,-0.65,48.06,9.55,64.39,3.18,0.47,2.71,0.38,2.93,2.78,78.37,37.87,19.43,,4.33,0.6,-0.16,2.39,0.04,3.44,0.65,2.78,2.47,2.45,2.7,0.58,1.65,1.55,1.04,128.14,55.53,44.74,-10.57,1.18,2.25,1.11,0.54,0.12,0.08,0.52,0.85,1.65
BNk688,2018Q1,1.3,81.59,-18.04,123.41,3.74,0.95,2.79,0.12,2.83,2.53,55.34,16.13,12.25,148.65,4.07,1.11,0.33,-4.51,0.05,3.79,1.26,2.53,2.47,2.39,3.05,1.03,1.94,1.22,1.14,123.97,12.48,10.95,-11.09,0.44,3.35,0.37,0.77,0.48,0.07,0.93,0.25,1
BNk689,2018Q1,1.28,81.63,-19.68,122.58,3.73,0.95,2.78,0.12,2.82,2.57,55.05,14.73,11.12,148.65,4.02,1.07,0.32,-4.92,0.05,3.78,1.21,2.57,2.58,2.38,4.52,1,1.81,1.23,1.2,123.39,12.3,10.94,-13.24,0.44,3.34,0.37,0.74,0.46,0.07,0.93,0.25,1
BNk690,2018Q1,1.65,66.97,0.97,76.67,3.65,0.4,3.24,0.27,3.4,3.32,49.57,14.16,9.55,,4.63,0.35,0.41,0.24,-0.01,3.82,0.5,3.32,1.99,2.01,1.78,0.41,4.33,1.19,0.73,172.41,25.99,23.15,15.8,0.61,3.21,0.55,0.4,0.1,0.06,1.71,0.6,1.05
BNk691,2018Q1,-8.67,83.47,-8.18,102.3,3.75,0.53,3.22,0.59,3.31,3.08,75.31,14.12,9.55,63.45,4.13,0.59,-2.17,-2.05,-0.03,3.85,0.76,3.08,2.13,2.58,1.54,0.66,1.81,1.15,1.17,141.83,14.01,12.67,12.15,0.3,3.55,0.21,0.6,0.17,0.09,0.66,0.65,1.65
BNk692,2018Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,2.13
BNk693,2018Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,1.17
BNk694,2018Q1,2.15,79.46,2.23,96.66,3.79,0.71,3.09,0.13,3.25,3.11,86.03,15.02,9.46,234.27,4.39,0.79,0.54,0.56,0,3.99,0.89,3.11,1.86,1.98,1.72,0.74,2.43,1.47,1.4,119.8,15.67,14.19,-8.3,0.29,3.7,0.16,0.68,0.21,0.13,0.33,2,2.15
BNk695,2018Q1,8.82,71.9,11.05,82.22,4.73,0.4,4.32,1.37,4.57,4.36,66.58,14.96,10.24,41.02,5.52,0.45,2.2,2.76,0.13,5,0.65,4.36,3.06,3.6,1.58,0.66,0,1.38,0.82,152.58,25.03,22.47,11.68,0.64,4.36,0.56,0.64,0,0.09,0.74,0.54,1.22
BNk696,2018Q1,5.11,74.93,13.83,94.76,3.69,0.91,2.78,0.59,2.83,2.65,72.74,16.83,11.22,58.06,4.15,1.03,1.28,3.46,1.31,3.76,1.11,2.65,2.42,2.49,1.79,1.05,1.57,1.92,1.31,116.51,12.61,11.19,-10.49,0.55,3.21,0.51,0.93,0.18,0.04,0.66,1.25,2.15
BNk697,2018Q1,-2.99,60.76,10.31,84.24,3.33,0.76,2.57,0.61,2.77,2.6,70.88,13.01,10.62,28.56,4.2,0.85,-0.75,2.58,-0.04,3.59,0.99,2.6,2.45,2.56,0.28,0.78,1.69,1.53,1.41,119.5,17.76,15.88,-1.24,0.86,2.73,0.85,0.6,0.39,0,0.77,0.7,1.8
BNk698,2018Q1,-2.69,43.78,-1.12,64.02,3.39,0.98,2.41,0.36,3.11,3.06,76.1,40.97,21.61,52.27,5.39,1.28,-0.67,-0.28,0,4.38,1.32,3.06,3.3,3.46,1.99,1.28,1.66,1.54,2.04,120.23,38.04,29.82,-17.08,1.6,2.77,1.5,1.14,0.18,0.11,0.68,0.85,2.27
BNk699,2018Q1,2.75,76.67,3.09,96.04,3.51,0.54,2.97,0.1,3.13,3.03,79.68,38.92,20.04,6.89,4.14,0.67,0.69,0.77,0,3.7,0.67,3.03,1.47,,,0.67,,1.12,0.75,115.54,25.76,20.6,37.06,0.25,3.46,,0.67,,,0.53,,
BNk700,2018Q1,-1.95,58.47,13.53,70.52,3.64,0.41,3.23,1.38,3.43,3.3,68.77,20.64,13.21,92.22,4.66,0.48,-0.49,3.38,-0.04,3.86,0.56,3.3,2.53,2.6,0.9,0.51,1.55,0.84,0.75,130.12,18.91,16.41,2.38,0.96,2.9,0.95,0.49,0.07,0.01,1.3,,
BNk701,2018Q1,-1.57,71.96,-2.41,92.46,3.57,0.9,2.67,0.06,2.68,2.48,69.85,29.51,13.64,76.03,4.21,1.04,-0.39,-0.6,0,3.58,1.09,2.48,1.77,2.07,1.58,0.91,2.8,1.89,1.46,118.89,30.19,26.07,7.91,0.46,3.11,0.22,0.82,0.28,0.25,0.64,0.65,1.7
BNk702,2018Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNk703,2018Q1,13.39,67.38,-22.36,81.6,3.8,0.38,3.43,0.96,3.59,3.55,72.94,13.65,7.3,165.24,4.83,0.34,3.35,-5.59,0.01,3.99,0.44,3.55,2.03,2.04,1.84,0.26,2.15,0.79,0.72,139.49,29.52,27.37,-43.37,0.61,3.38,0.57,0.24,0.2,0.04,1.08,0.7,
BNk704,2018Q1,5.34,77.77,-2.17,101.13,3.98,0.35,3.63,0.65,3.85,3.72,79.47,22.72,16.16,38.69,4.67,0.42,1.33,-0.54,0.73,4.22,0.5,3.72,1.94,1.98,1.83,0.44,1.2,1.12,1.08,132.16,16.55,13.87,3.41,0.32,3.9,0.23,0.4,0.1,0.09,0.76,0.7,1.75
BNk705,2018Q1,-4.22,99.66,-31.44,323.11,8.48,1.75,6.73,2.38,6.81,6.5,37.49,19.8,19.15,,8.54,2.19,-1.06,-7.86,0.67,8.57,2.07,6.5,,,,2.1,2.06,2.09,0,124.95,0.19,0.16,-39.44,,8.54,,0.84,1.24,,4.09,,
BNk706,2018Q1,-0.71,79.69,0.14,98.17,3.65,0.41,3.24,2.7,3.49,3.28,68.35,16.89,12.18,253.06,4.21,0.46,-0.18,0.04,-0.01,3.93,0.65,3.28,2.25,2.33,1.96,0.43,2.62,1.01,0.92,151.33,11.69,10.27,36.08,0.33,3.6,0.26,0.39,0.26,0.07,1.38,0.85,1.6
BNk707,2018Q1,12.03,36.88,11.91,64.72,2.75,0.68,2.07,2.24,2.26,1.91,57.98,15.35,9.82,85.38,4.89,0.87,3.01,2.98,0.56,3,1.09,1.91,1.73,2.89,1.49,0.41,2.39,1.84,0.2,147.23,57.83,52.15,24.84,1.03,1.97,0.29,0.27,0.83,0.74,1.35,0.01,0.25
BNk708,2018Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1.05
BNk709,2018Q1,7.39,68.26,2.68,106.65,3.26,0.98,2.28,0.21,2.48,2.26,73.57,23.37,17.66,160.62,3.87,1.19,1.85,0.67,0.03,3.54,1.28,2.26,2.6,2.47,5.08,0.99,2.21,1.88,1.37,120.01,20.07,16.53,-15.39,0.68,2.86,0.62,0.76,0.51,0.06,0.44,1.28,2.31
BNk710,2018Q1,4.25,89.79,21.62,121.87,4.23,0.83,3.4,0.38,3.53,3.39,97.36,14.33,8.33,94.64,4.47,0.9,1.06,5.4,0.08,4.4,1.01,3.39,3.1,4.91,0,0.73,1.91,1.43,1.32,120.82,7.15,6.55,-8.3,0.17,4.23,0.17,0.56,0.45,0,0.06,0.3,
BNk711,2018Q1,13.03,81.37,6.56,122.92,3.91,0.71,3.2,0.43,3.28,3.14,65.28,18.16,13.13,142.3,4.26,0.81,3.26,1.64,0.03,4.01,0.87,3.14,2.6,2.55,2.85,0.62,1.69,1.72,1.26,120.04,17.4,15.12,2.34,0.39,3.62,0.32,0.47,0.4,0.07,1.16,0.5,1.66
BNk712,2018Q1,6.56,81.39,12.5,93.12,3.79,0.2,3.59,0.78,3.87,3.74,79.75,15.13,10.81,159.02,4.34,0.22,1.64,3.13,0.03,4.08,0.34,3.74,2.2,2.34,0.78,0.27,2.79,3.64,0.33,156.82,5.26,4.69,11.86,0.26,3.82,0.26,0.26,0.08,0.01,0.77,0.3,1.21
BNk713,2018Q1,-9.71,93.8,-58.34,130.54,4.7,0.85,3.84,0.34,3.92,3.82,93.88,24.68,12.51,12.4,4.84,0.97,-2.43,-14.58,0,4.79,0.97,3.82,3.72,4.26,3.3,0.88,1.6,,1.3,112.54,5.93,5.19,-45.37,0.17,4.61,0.09,0.77,0.19,0.09,0.17,,
BNk714,2018Q1,-4.57,62.54,0.73,79.71,3.89,0.54,3.34,1.2,3.55,3.44,69.56,15.24,9.54,261.41,4.91,0.57,-1.14,0.18,-0.11,4.12,0.68,3.44,2.6,2.56,3.2,0.47,1.95,1.08,0.78,126.3,9.94,8.99,-19.65,0.89,3.23,0.81,0.4,0.28,0.08,1.2,0.52,1.2
BNk715,2018Q1,11.51,52.85,-0.71,61.82,3.29,0.67,2.62,0.94,2.88,2.83,156.7,23.39,8.88,34.95,4.75,0.77,2.88,-0.18,0,3.62,0.79,2.83,2.21,1.73,2.56,0.75,2.19,0.63,1.13,102.92,42.23,38.48,-9.61,0.98,2.64,0.32,0.73,0.07,0.66,-1.62,,
BNk716,2018Q1,-1.68,66.2,-1.6,86.82,3.32,0.56,2.76,1.76,3.04,2.78,63.42,12.73,10.87,113.96,4.26,0.64,-0.42,-0.4,0.25,3.66,0.88,2.78,2.11,2.16,1.79,0.51,2.6,1.75,1.26,140.81,20.24,18.04,35.24,0.59,3.06,0.53,0.42,0.47,0.06,1.22,0.15,0.25
BNk717,2018Q1,1.95,54.47,-1.94,70.17,3.11,0.55,2.56,0.41,2.71,2.63,91.39,33.79,13.77,36.95,4.05,0.64,0.49,-0.49,0,3.28,0.65,2.63,2.23,2.27,2.06,0.55,1.75,1.13,0.88,112.47,48.05,41.44,-8.21,0.94,2.35,0.76,0.5,0.15,0.18,0.19,,
BNk718,2018Q1,-0.26,67.07,-0.46,80.71,3.64,0.71,2.93,0.21,3.38,3.27,69.52,39.89,16.77,38.37,4.98,0.93,-0.07,-0.11,0,4.2,0.93,3.27,2.26,2.74,1.62,0.93,,0.6,1.18,111.61,32.42,26.98,-15.98,0.65,3.55,0.44,0.93,,0.2,0.74,,
BNk719,2018Q1,-7.09,55.17,3.51,63.71,3.39,0.16,3.23,0.84,3.49,3.43,66.69,14.86,10.79,102.44,4.45,0.19,-1.77,0.88,0.05,3.67,0.24,3.43,2.53,2.57,1.43,0.18,1.57,0.7,0.61,136.54,31.55,28.14,7.51,1.04,2.63,1.01,0.17,0.07,0.02,1.49,0.25,0.9
BNk720,2018Q1,-9.62,69,-14.29,95.77,3.64,0.48,3.16,0.13,3.32,3.16,69.81,45.98,23.26,2.86,5.02,0.64,-2.41,-3.57,-0.05,3.82,0.66,3.16,1.24,0,1.24,0.63,1.4,1.53,0.76,127.6,34.51,26.49,16.46,0.39,3.43,0,0.61,0.05,0.39,0.79,,
BNk721,2018Q1,2.17,77.35,5.73,96.38,4.22,0.79,3.43,0.68,3.56,3.34,72.03,14.05,9.28,142.34,4.92,0.89,0.54,1.43,-0.02,4.37,1.03,3.34,2.13,2.09,2.57,0.71,3.24,0.92,1.27,124.95,14.47,13.13,-4.35,0.42,3.95,0.38,0.62,0.41,0.04,0.91,0.04,0.5
BNk722,2018Q1,-3.44,68.11,0.42,77.22,4.06,0.81,3.25,0.42,3.51,3.41,76.97,21.54,10.64,14.24,5.25,0.91,-0.86,0.1,0,4.39,0.99,3.41,2.18,2.58,1.65,0.98,1.59,1.82,1.32,114.53,24.94,22.28,9.63,0.61,3.78,0.41,0.97,0.02,0.2,0.66,0.87,2.17
BNk723,2018Q1,-18.45,76.58,-16.09,91.2,3.68,0.6,3.08,0.26,3.19,2.94,85.02,19.8,11.18,102.49,4.47,0.67,-4.61,-4.02,-0.04,3.8,0.87,2.94,1.26,2.36,0.17,0.74,2.8,1.79,1.33,140.34,19.33,17.17,-0.62,0.26,3.54,0.24,0.69,0.17,0.02,0.37,,
BNk724,2018Q1,9,70.67,10.86,89.04,3.96,0.62,3.33,0.41,3.54,3.36,75.5,21.33,14.17,64.48,4.7,0.73,2.25,2.71,-0.01,4.2,0.84,3.36,2.56,3.02,1.56,0.69,2.57,1.66,1.17,126.26,24,20.6,10.89,0.6,3.6,0.49,0.64,0.2,0.12,0.75,0.35,1.55
BNk725,2018Q1,5.32,77.11,7.23,94.96,3.7,0.58,3.12,0.39,3.34,3.14,56.69,13.61,10.75,152.76,4.34,0.66,1.33,1.81,0.1,3.96,0.83,3.14,2.12,2.09,2.52,0.66,2.54,1.37,1.18,132.19,11.01,9.83,9.02,0.36,3.6,0.33,0.6,0.22,0.03,1.13,0.17,
BNk726,2018Q1,3.59,81.36,9.06,93.85,3.94,0.84,3.1,0.82,3.35,3.08,45.98,13.41,10.01,302.25,4.43,0.93,0.9,2.27,0.51,4.26,1.17,3.08,3.07,2.74,18.51,1.15,1.69,2.27,0.9,132.55,12.79,11.51,-13.9,0.4,3.86,0.35,1.11,0.06,0.05,1.56,1.5,1.15
BNk727,2018Q1,-1.66,82.76,-2.38,99.44,4.31,0.83,3.48,0.23,3.59,3.48,108.57,15.1,9.73,225.15,4.91,0.76,-0.42,-0.59,0.02,4.45,0.96,3.48,1.97,1.95,1.97,0.8,2.87,1.02,1.47,143.43,15.24,13.75,24.65,0.31,4.14,0.06,0.74,0.22,0.25,-0.34,1.5,1.4
BNk728,2018Q1,4.11,47.72,2.08,57.96,3.29,0.43,2.85,1.48,3.13,3.02,72.23,18.13,8.99,57.45,4.89,0.47,1.03,0.52,0.01,3.61,0.58,3.02,2.2,2.19,2.5,0.36,2.1,1.03,0.42,125.03,21.52,19.58,2.43,1.05,2.56,0.99,0.31,0.27,0.05,0.9,0.2,0.65
BNk729,2018Q1,17.44,61.63,22.38,68.17,3.7,0.59,3.11,1.16,3.31,3.14,70.91,13.45,7.14,155.02,4.65,0.64,4.36,5.6,0.25,3.94,0.8,3.14,2.59,2.66,1.79,0.74,3.19,1.09,1.44,127.17,19.31,17.93,7.48,0.89,3.05,0.84,0.72,0.08,0.05,0.46,0.24,0.36
BNk730,2018Q1,-0.4,28.36,,,1.3,0.52,0.78,13.29,2.71,2.34,33.56,55.64,70.26,174.47,4.52,2.18,-0.1,,-0.02,4.52,2.18,2.34,1.72,,,,2.18,,,123.49,13.96,4,-9.65,0,4.51,,,2.18,,8.7,0.4,1.34
BNk731,2018Q1,4.68,91.83,-1.4,125,4.36,0.76,3.59,0.15,3.69,3.43,78.86,42.13,22.93,50.35,4.64,1.03,1.17,-0.35,-0.01,4.47,1.04,3.43,1.28,,,1.01,3.2,2.5,1.36,126.57,3.58,2.76,-2.88,0.06,4.41,,1,0.04,,0.52,,
BNk732,2018Q1,-2.11,66.47,13.87,76.25,3.43,0.29,3.14,0.82,3.49,3.46,72.91,13.57,11.53,26.92,4.41,0.28,-0.53,3.47,-0.02,3.81,0.36,3.46,2.19,2.13,5.89,0.33,2.14,2.07,1.35,138,17.06,15.1,4.66,0.59,3.22,0.57,0.33,0.03,0.03,0.84,0.45,1.1
BNk733,2018Q1,8.92,83.93,24.21,115.88,3.9,0.58,3.32,0.7,3.47,3.34,88.09,12.52,8.39,39.15,4.34,0.65,2.23,6.05,0.01,4.08,0.74,3.34,2.26,2.24,2.34,0.48,1.61,0.87,0.5,121.28,9.27,8.5,17.84,0.29,3.79,0.22,0.37,0.37,0.07,1,0.25,
BNk734,2018Q1,8.51,61.3,11.3,73.85,3.93,0.23,3.7,0.28,4.1,4.02,83.77,30.29,15.04,15.94,5.24,0.27,2.13,2.82,0,4.36,0.34,4.02,2.49,4.68,0.7,0.3,1.6,0.76,0.58,131.73,31.5,26.76,17.67,0.8,3.56,0.68,0.29,0.04,0.12,0.59,,
BNk735,2018Q1,-2.67,75.67,1.47,100.5,3.53,0.5,3.03,0.75,3.15,2.91,71.14,16.4,15.11,220.7,4.09,0.58,-0.67,0.37,0.02,3.67,0.76,2.91,2.01,1.94,2.79,0.59,1.86,1.6,1.21,147.84,23.87,20.26,24.5,0.41,3.26,0.36,0.51,0.24,0.05,1.02,0.75,1.25
BNk736,2018Q1,-2.44,56.65,-4.81,75.14,2.87,0.4,2.47,0.18,2.54,2.38,82.45,54.64,22.62,155.61,3.62,0.53,-0.61,-1.2,0.06,2.95,0.57,2.38,2.05,2.05,1.6,0.56,1.91,1.1,1.08,136.96,52.52,40.65,-11.42,0.87,2.08,0.87,0.55,0.02,0.01,0.33,0.7,2.3
BNk737,2018Q1,-11.13,27.96,-14.55,34.87,3.07,0.46,2.61,0.09,2.65,2.54,74.12,78.1,19.74,,5.3,0.58,-2.78,-3.64,0,3.12,0.58,2.54,2.28,2.5,1.38,0.58,,0.82,0.86,123.33,88.22,70.81,30.44,1.65,1.47,1.46,0.58,,0.19,0.56,,
BNk738,2018Q1,-8.68,83.36,58.1,118,3.61,1.01,2.6,1.19,2.67,2.57,87.07,19.4,9.54,29.93,3.81,1.1,-2.17,14.53,-0.36,3.7,1.14,2.57,3.1,2.27,4.06,0.81,1.99,1.4,1.31,104.85,9.35,8.46,-30.15,0.46,3.24,0.18,0.59,0.55,0.28,0.48,0.2,0.5
BNk739,2018Q1,12.07,72.94,-0.05,86.13,4.05,0.74,3.31,0.48,3.57,3.43,75.84,12.56,8.82,88.11,4.85,0.8,3.02,-0.01,-0.18,4.37,0.94,3.43,2.56,2.63,2.22,0.76,2.65,1.17,0.98,119.41,15.43,14.06,4.54,0.54,3.84,0.45,0.69,0.25,0.08,0.78,0.61,2.53
BNk740,2018Q1,-20.3,53.93,-24.28,72.7,3.51,1.53,1.98,0.42,2.06,2.03,66.62,15.66,5.39,16.19,4.38,1.59,-5.07,-6.07,0.13,3.66,1.63,2.03,2.72,2.6,4.32,1.38,2.52,1.69,1.69,103.55,21.85,20.68,-3.52,1.19,2.47,1.05,1.09,0.54,0.14,0.56,1.25,2.25
BNk741,2018Q1,10.48,79.09,18.97,99.28,4.55,0.93,3.63,1.47,3.89,3.82,65.42,10.31,8.79,152.61,5.19,0.9,2.62,4.74,0.16,4.88,1.06,3.82,3.05,2.94,4.26,0.92,1.88,1.48,1.67,126.85,9.42,8.59,-25.87,0.43,4.45,0.38,0.79,0.27,0.05,1.2,1.54,1.88
BNk742,2018Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,1.38
